Event,Hit
596,1
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,1
605,1
606,1
607,1
608,1
609,0
610,0
611,0
612,1
613,1
614,0
615,1
616,0
617,1
618,1
619,1
620,1
621,0
622,0
623,0
624,1
625,1
626,1
627,0
628,1
629,1
630,0
631,0
632,1
633,0
634,0
635,0
636,1
637,0
638,1
639,0
640,1
641,1
642,0
643,0
644,0
645,1
646,0
647,1
648,1
649,0
650,0
651,0
652,0
653,1
654,0
655,1
656,0
657,0
658,1
659,0
660,1
661,0
662,0
663,1
664,1
665,0
666,1
667,1
668,1
669,0
670,1
671,0
672,1
673,1
674,1
675,0
676,1
677,1
678,0
679,0
680,0
681,0
682,1
683,0
684,0
685,0
686,1
687,0
688,1
689,0
690,0
691,0
692,1
693,0
694,0
695,1
696,1
697,0
698,0
699,0
700,0
701,0
702,1
703,0
704,0
705,0
706,1
707,0
708,1
709,0
710,1
711,0
712,0
713,0
714,1
715,1
716,1
717,1
718,0
719,0
720,0
721,0
722,1
723,0
724,1
725,1
726,0
727,1
728,0
729,1
730,1
731,0
732,1
733,1
734,1
735,0
736,0
737,0
738,1
739,1
740,0
741,0
742,0
743,0
744,0
745,1
746,1
747,0
748,0
749,0
750,0
751,1
752,0
753,1
754,1
755,0
756,1
757,1
758,1
759,0
760,0
761,0
762,1
763,1
764,0
765,1
766,0
767,0
768,1
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,0
778,1
779,0
780,0
781,0
782,0
783,0
784,1
785,1
786,0
787,1
788,0
789,1
790,0
791,1
792,0
793,1
794,0
795,0
796,1
797,0
798,0
799,1
800,0
801,0
802,1
803,0
804,0
805,1
806,1
807,0
808,1
809,0
810,1
811,1
812,1
813,0
814,1
815,1
816,1
817,1
818,0
819,0
820,1
821,1
822,1
823,1
824,0
825,0
826,0
827,1
828,0
829,0
830,1
831,1
832,0
833,0
834,0
835,0
836,0
837,0
838,1
839,0
840,0
840,0
841,0
842,0
843,0
844,1
845,0
846,0
847,1
848,0
849,0
850,1
851,1
852,1
853,0
854,0
855,1
856,0
857,1
858,1
859,0
860,1
861,1
862,0
863,1
864,1
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,1
874,0
875,1
876,0
877,1
878,0
879,1
880,1
881,1
882,0
883,1
884,1
885,0
886,0
887,0
888,0
888,0
889,0
890,0
891,0
892,0
893,1
894,0
895,0
896,1
897,1
898,0
899,1
900,0
901,0
902,0
903,1
904,1
905,0
906,1
907,1
908,0
909,1
910,1
911,1
912,0
913,0
914,0
914,1
915,0
916,0
917,1
918,1
919,0
920,1
921,0
922,1
923,0
924,1
925,1
926,0
927,1
928,0
929,0
930,1
931,1
932,0
933,1
934,0
935,1
936,1
937,0
938,0
938,0
939,1
940,0
941,1
942,0
943,1
944,1
945,0
946,0
947,1
948,0
949,0
950,0
950,1
951,0
952,0
953,1
954,1
955,1
956,1
957,1
958,0
959,0
960,0
961,0
962,0
963,1
964,0
965,0
966,0
967,1
968,0
969,1
970,1
971,1
972,0
973,0
974,1
975,0
976,0
976,0
977,1
978,0
979,0
980,0
981,0
982,0
983,0
984,1
985,1
986,0
987,0
988,0
989,0
990,0
991,1
992,0
993,1
994,0
995,0
996,1
997,1
998,1
999,1
1000,1
1001,0
1002,0
1003,1
1004,1
1005,0
1006,0
1007,1
1008,0
1009,1
1010,1
1011,1
1012,0
1013,0
1013,0
1014,0
1015,0
1016,1
1017,0
1018,1
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,1
1028,1
1029,1
1030,0
1031,0
1032,0
1033,1
1034,1
1035,1
1036,0
1037,0
1038,1
1039,0
1040,1
1041,0
1042,0
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,1
1052,0
1052,0
1053,0
1054,0
1055,0
1056,1
1057,1
1058,1
1059,0
1060,1
1061,1
1062,1
1063,0
1064,0
1065,1
1066,1
1067,0
1068,1
1069,1
1070,1
1071,0
1072,0
1073,1
1074,0
1075,1
1076,0
1077,0
1078,0
1079,1
1080,1
1081,0
1082,0
1083,1
1084,1
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,1
1092,0
1093,1
1094,0
1095,0
1096,0
1096,1
1097,0
1098,1
1099,0
1100,0
1101,0
1102,0
1103,0
1104,1
1105,1
1106,0
1107,1
1108,0
1109,0
1110,1
1111,1
1112,0
1113,1
1114,1
1115,0
1116,0
1117,1
1118,1
1119,1
1120,1
1121,0
1122,1
1123,1
1124,1
1125,0
1126,1
1127,1
1128,0
1129,0
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,0
1137,1
1138,0
1139,1
1140,1
1141,0
1142,1
1143,0
1144,1
1145,1
1146,0
1147,0
1147,1
1148,0
1149,0
1150,0
1151,1
1152,1
1153,0
1154,0
1155,0
1156,1
1157,0
1158,0
1159,0
1159,1
1160,0
1161,0
1162,1
1163,0
1164,0
1165,0
1166,1
1167,0
1168,1
1169,0
1170,1
1171,0
1172,0
1173,0
1174,1
1175,1
1176,0
1177,0
1178,1
1179,0
1180,0
1181,1
1182,0
1183,1
1184,0
1185,1
1186,0
1187,1
1188,1
1189,0
1190,0
1191,1
1192,0
1193,0
1194,1
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,1
1203,0
1204,0
1205,0
1206,0
1207,0
1208,1
1209,0
1210,1
1211,1
1212,0
1213,1
1214,1
1215,0
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,0
1223,1
1224,1
1225,1
1226,1
1227,1
1228,0
1229,1
1230,1
1231,0
1232,0
1233,0
1234,0
1235,1
1236,1
1237,0
1238,1
1239,0
1239,0
1240,1
1241,0
1242,0
1243,1
1244,0
1245,0
1246,0
1247,0
1248,1
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,1
1256,0
1257,0
1258,1
1259,0
1260,1
1261,0
1262,0
1263,1
1264,0
1265,1
1266,0
1267,0
1268,0
1269,0
1270,0
1271,1
1272,0
1273,1
1274,0
1275,1
1276,0
1277,0
1278,0
1279,0
1280,1
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,1
1288,0
1289,1
1290,0
1291,1
1292,1
1293,0
1294,0
1295,1
1296,1
1297,0
1298,0
1299,1
1300,1
1301,0
1302,0
1303,1
1304,0
1305,0
1306,1
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,1
1314,0
1315,0
1316,1
1317,0
1318,0
1319,1
1320,0
1321,1
1322,1
1323,1
1324,1
1325,0
1326,0
1327,0
1328,0
1329,0
1329,1
1330,1
1331,0
1332,0
1332,0
1333,1
1334,0
1335,1
1336,1
1337,0
1338,0
1339,0
1339,1
1340,0
1341,1
1342,0
1343,1
1344,0
1345,0
1346,0
1347,0
1348,1
1349,1
1350,0
1351,1
1352,1
1353,0
1354,0
1355,0
1356,1
1357,0
1358,0
1359,1
1360,1
1361,1
1362,1
1363,0
1364,1
1365,1
1366,0
1367,0
1367,0
1368,0
1368,1
1369,0
1370,0
1371,0
1372,0
1373,0
1374,1
1375,0
1376,1
1377,1
1378,0
1379,1
1380,0
1381,0
1382,0
1383,0
1384,0
1385,1
1386,0
1387,1
1388,0
1389,0
1390,1
1391,1
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,1
1399,1
1400,1
1401,1
1402,0
1403,0
1404,1
1405,1
1406,0
1407,1
1408,0
1409,0
1410,0
1411,0
1412,0
1413,1
1414,1
1415,1
1416,0
1417,1
1418,0
1419,0
1420,0
1421,1
1422,1
1423,1
1424,1
1425,0
1426,0
1427,1
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,1
1437,0
1438,1
1439,0
1440,0
1441,0
1442,0
1443,1
1444,0
1445,1
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,1
1459,0
1460,1
1461,0
1462,1
1463,0
1464,0
1465,1
1466,0
1467,1
1468,0
1469,0
1470,1
1471,1
1472,0
1473,1
1474,1
1475,1
1476,0
1477,1
1478,1
1479,1
1480,1
1481,0
1482,0
1483,0
1484,1
1485,0
1486,0
1487,0
1488,1
1489,0
1490,1
1491,1
1492,0
1493,0
1494,1
1495,1
1496,0
1497,0
1498,0
1499,0
1500,1
1501,1
1502,0
1503,1
1504,0
1505,0
1506,1
1507,0
1508,0
1509,0
1510,0
1511,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,0
1517,0
1518,1
1519,0
1520,1
1521,0
1522,1
1523,0
1524,0
1525,0
1526,1
1527,1
1528,0
1529,0
1530,0
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,0
1538,1
1539,0
1540,1
1541,0
1542,1
1543,0
1544,1
1545,0
1546,0
1547,0
1548,1
1549,0
1550,0
1551,0
1552,1
1553,0
1554,0
1555,0
1556,0
1557,1
1558,1
1559,0
1560,1
1561,1
1562,1
1563,1
1564,0
1565,0
1566,0
1567,1
1568,1
1569,1
1570,1
1571,0
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,0
1579,1
1580,0
1581,0
1582,1
1583,1
1584,0
1585,0
1586,0
1587,1
1588,0
1589,0
1590,1
1591,1
1592,0
1593,0
1594,0
1595,0
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,1
1605,0
1606,0
1607,1
1608,1
1609,1
1610,1
1611,0
1612,1
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,1
1620,1
1621,0
1622,1
1623,0
1624,1
1625,0
1626,1
1627,1
1628,0
1629,0
1630,1
1631,1
1632,1
1633,0
1634,0
1634,0
1635,0
1636,0
1637,0
1638,1
1639,1
1640,1
1641,1
1642,0
1643,0
1644,0
1645,0
1646,1
1647,1
1648,1
1649,1
1650,0
1651,0
1651,1
1652,0
1653,0
1654,1
1655,0
1656,0
1657,0
1658,0
1659,0
1660,1
1661,1
1662,0
1663,1
1664,0
1665,1
1666,1
1667,1
1668,1
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,0
1681,0
1682,1
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,1
1690,0
1691,0
1692,1
1693,0
1694,0
1695,0
1696,1
1697,0
1698,1
1699,0
1700,0
1701,1
1702,1
1703,0
1704,0
1705,1
1706,0
1707,0
1708,0
1709,1
1710,1
1711,1
1712,1
1713,0
1714,0
1715,0
1716,1
1717,1
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,1
1729,1
1730,0
1731,1
1732,1
1733,0
1734,0
1734,1
1735,1
1736,1
1737,0
1738,1
1739,0
1740,1
1741,1
1742,1
1743,0
1744,0
1745,0
1746,1
1747,0
1748,0
1749,0
1750,0
1751,1
1752,0
1753,1
1754,0
1755,1
1756,0
1757,0
1758,1
1759,0
1760,0
1761,0
1762,0
1763,0
1764,0
1765,1
1766,0
1767,0
1768,0
1769,0
1770,1
1771,0
1772,0
1773,0
1774,0
1775,0
1776,1
1777,1
1778,0
1779,0
1780,0
1781,0
1782,1
1783,0
1784,1
1785,1
1786,0
1787,1
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,0
1797,1
1798,0
1799,0
1799,0
1800,1
1801,1
1802,1
1803,0
1804,0
1805,0
1806,1
1807,1
1808,1
1809,0
1810,0
1811,0
1812,1
1813,0
1814,0
1815,0
1816,1
1817,0
1818,0
1819,0
1820,0
1821,0
1822,1
1823,0
1824,1
1825,1
1826,0
1827,0
1828,0
1829,1
1830,1
1831,0
1832,0
1833,1
1834,0
1835,1
1836,1
1837,1
1838,0
1839,0
1840,0
1841,1
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,1
1852,0
1853,0
1854,0
1855,1
1856,0
1857,1
1858,0
1859,1
1860,0
1861,0
1862,1
1863,1
1864,0
1865,1
1866,0
1867,0
1868,1
1869,0
1870,1
1871,0
1872,0
1873,1
1874,1
1875,1
1876,0
1877,1
1878,0
1879,0
1880,0
1881,1
1882,1
1883,0
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,1
1891,0
1892,0
1893,1
1894,1
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,1
1903,0
1904,0
1904,0
1905,1
1906,1
1907,0
1908,0
1909,1
1910,1
1911,0
1912,0
1913,0
1914,0
1915,1
1916,1
1917,1
1918,0
1919,1
1920,1
1921,1
1922,1
1923,0
1924,0
1925,1
1926,0
1927,0
1928,0
1929,1
1930,0
1931,0
1932,0
1933,1
1934,1
1935,0
1936,0
1937,1
1938,0
1939,0
1940,0
1941,1
1942,0
1943,0
1944,0
1945,1
1946,0
1947,0
1948,0
1949,1
1950,0
1951,1
1952,0
1953,0
1954,1
1955,1
1956,1
1957,1
1958,1
1959,0
1960,0
1961,0
1961,1
1962,1
1963,0
1964,0
1965,0
1966,1
1967,1
1968,1
1969,0
1970,0
1971,0
1972,1
1973,0
1974,0
1975,0
1976,0
1977,1
1978,0
1979,1
1980,1
1981,0
1982,0
1983,1
1984,1
1985,1
1986,0
1987,1
1988,0
1989,1
1990,1
1991,0
1992,0
1993,0
1994,1
1995,1
1996,0
1997,0
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,0
2005,1
2006,0
2007,0
2008,0
2009,1
2010,0
2011,1
2012,1
2013,1
2014,1
2015,1
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,1
2023,0
2024,1
2025,0
2026,0
2027,1
2028,0
2029,0
2030,0
2031,0
2032,1
2033,0
2034,1
2035,1
2036,1
2037,0
2038,1
2039,0
2040,0
2041,1
2042,0
2043,1
2044,0
2045,1
2046,1
2047,0
2048,0
2049,1
2050,0
2051,1
2052,0
2053,0
2054,1
2055,0
2056,0
2057,0
2058,1
2059,0
2060,0
2061,0
2062,1
2063,0
2064,0
2065,1
2066,0
2067,1
2068,0
2069,1
2070,1
2071,1
2072,0
2073,0
2074,1
2075,1
2076,0
2077,0
2078,1
2079,0
2080,0
2081,1
2082,1
2083,0
2084,0
2085,1
2086,0
2087,0
2088,1
2089,0
2090,1
2091,0
2092,0
2093,0
2094,0
2095,0
2096,1
2097,0
2098,0
2099,1
2100,0
2101,1
2102,0
2103,0
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,0
2111,0
2112,0
2113,0
2114,0
2115,1
2116,1
2117,0
2118,1
2119,0
2120,0
2121,0
2122,1
2123,1
2124,0
2125,1
2126,0
2127,1
2128,0
2129,1
2130,1
2131,0
2132,1
2133,1
2134,0
2135,0
2136,1
2137,0
2138,1
2139,0
2140,0
2141,1
2142,0
2143,0
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,1
2152,0
2153,1
2154,1
2155,1
2156,0
2157,0
2158,0
2158,1
2159,0
2160,0
2161,1
2162,0
2163,1
2164,1
2165,1
2166,1
2167,0
2168,0
2169,0
2169,0
2170,0
2170,0
2171,0
2172,0
2173,0
2174,1
2175,0
2176,1
2177,0
2178,0
2179,1
2180,0
2181,0
2182,0
2183,1
2184,0
2185,1
2186,0
2187,0
2188,0
2189,1
2190,1
2191,1
2192,0
2193,0
2194,1
2195,0
2196,0
2197,1
2198,0
2199,0
2200,0
2200,0
2201,0
2202,1
2203,0
2204,1
2205,0
2206,1
2207,1
2208,0
2209,1
2210,0
2211,0
2212,1
2213,0
2214,0
2215,0
2216,0
2217,1
2218,0
2219,1
2220,0
2221,1
2222,0
2223,0
2224,0
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,1
2235,1
2236,0
2237,1
2238,0
2239,0
2240,0
2241,1
2242,1
2243,0
2244,0
2245,0
2246,0
2247,1
2248,0
2249,0
2250,0
2251,0
2252,1
2253,0
2254,0
2255,0
2256,0
2257,1
2258,0
2259,0
2260,1
2261,0
2262,0
2263,0
2264,1
2265,1
2266,1
2267,0
2268,1
2269,1
2270,0
2271,0
2272,1
2273,0
2274,1
2275,1
2276,0
2277,0
2278,0
2279,1
2280,0
2281,1
2282,0
2283,1
2284,0
2285,1
2286,0
2287,0
2288,1
2289,1
2290,1
2291,0
2292,0
2293,1
2294,0
2295,0
2296,1
2297,0
2298,1
2299,0
2300,0
2301,1
2302,1
2303,1
2304,1
2305,0
2306,1
2307,0
2308,0
2309,0
2310,1
2311,0
2312,1
2313,1
2314,0
2315,0
2316,1
2317,1
2318,0
2319,0
2320,1
2321,1
2322,0
2323,0
2324,0
2325,1
2326,0
2327,1
2328,0
2329,0
2330,1
2331,0
2332,0
2333,0
2334,0
2335,0
2336,1
2337,0
2338,1
2339,1
2340,0
2341,1
2342,0
2343,1
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,1
2354,1
2355,1
2356,0
2357,0
2358,1
2359,0
2360,0
2361,0
2362,1
2363,1
2364,0
2365,0
2366,1
2367,0
2368,1
2369,0
2370,1
2371,0
2372,1
2373,1
2374,0
2375,1
2376,0
2377,0
2378,1
2379,1
2380,0
2381,1
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,1
2389,0
2390,1
2391,0
2392,1
2393,0
2394,1
2395,0
2396,1
2397,1
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,1
2406,1
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,1
2415,0
2416,1
2417,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,0
2423,1
2424,1
2425,1
2426,1
2427,0
2428,0
2429,1
2430,0
2431,1
2432,0
2433,1
2434,0
2435,0
2436,0
2437,0
2438,0
2439,1
2440,0
2441,1
2442,0
2443,0
2444,1
2445,1
2446,0
2447,1
2448,1
2449,1
2450,0
2450,0
2451,1
2452,1
2453,0
2454,1
2455,1
2456,0
2457,1
2458,0
2459,0
2460,1
2461,0
2462,1
2463,0
2464,0
2465,0
2466,0
2467,1
2468,1
2469,0
2470,0
2471,0
2472,1
2473,0
2474,0
2475,0
2476,1
2477,0
2478,0
2479,1
2480,0
2481,0
2482,0
2483,1
2484,1
2485,0
2486,0
2487,0
2488,1
2489,1
2490,1
2491,0
2492,1
2493,0
2494,1
2495,1
2496,0
2497,0
2498,1
2499,0
2500,0
2501,0
2502,1
2503,1
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,1
2511,1
2512,1
2513,1
2514,0
2515,1
2516,0
2517,0
2518,1
2519,0
2520,1
2521,0
2522,1
2523,1
2524,0
2525,1
2526,0
2527,1
2528,1
2529,0
2530,0
2531,1
2532,1
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,1
2541,1
2542,0
2543,0
2544,1
2545,1
2546,1
2547,1
2548,1
2549,0
2550,0
2551,0
2552,1
2553,0
2554,0
2555,0
2556,0
2557,0
2558,1
2559,1
2560,1
2561,1
2562,1
2563,0
2564,1
2565,0
2566,0
2567,1
2568,0
2569,1
2570,0
2570,0
2571,1
2572,1
2573,1
2574,0
2575,1
2576,0
2577,0
2578,0
2579,0
2580,1
2581,0
2582,1
2583,1
2584,1
2585,1
2586,1
2587,0
2588,0
2589,0
2590,1
2591,0
2592,0
2593,1
2594,0
2595,1
2596,0
2597,1
2598,1
2599,0
2600,0
2601,0
2602,0
2603,0
2604,1
2605,0
2606,0
2607,0
2608,0
2609,0
2610,0
2611,1
2612,1
2613,0
2614,1
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,1
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,1
2629,0
2630,1
2631,0
2632,1
2633,1
2634,0
2635,1
2636,0
2637,0
2638,0
2639,0
2639,1
2640,0
2641,0
2642,0
2643,1
2644,1
2645,0
2646,0
2647,1
2648,0
2649,0
2650,1
2651,0
2652,1
2653,0
2654,1
2655,0
2656,0
2657,0
2658,0
2659,1
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,1
2667,0
2668,0
2669,0
2670,1
2671,0
2672,0
2673,0
2674,1
2675,0
2676,1
2677,0
2678,0
2679,1
2680,0
2681,0
2682,0
2683,1
2684,0
2685,0
2686,0
2687,1
2688,0
2689,1
2690,0
2691,0
2692,1
2693,0
2694,0
2695,0
2696,1
2697,1
2698,1
2699,0
2700,0
2701,0
2702,0
2703,1
2704,1
2705,1
2706,0
2707,0
2708,1
2709,0
2710,1
2711,1
2712,0
2713,0
2714,0
2715,1
2716,1
2717,0
2718,0
2719,1
2720,0
2721,0
2722,1
2723,1
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,1
2731,0
2732,0
2733,1
2734,1
2735,0
2736,1
2737,1
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0
2744,0
2745,1
2746,1
2747,0
2748,0
2749,1
2750,1
2751,0
2752,1
2753,1
2754,0
2755,1
2756,0
2757,0
2758,1
2759,0
2760,1
2761,1
2762,1
2763,0
2764,0
2765,1
2766,0
2767,1
2768,0
2769,1
2770,1
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2778,0
2779,1
2780,1
2781,0
2782,0
2783,0
2784,0
2785,1
2786,1
2787,1
2788,1
2789,1
2790,0
2791,1
2792,0
2793,0
2794,1
2795,0
2796,0
2797,0
2798,1
2799,1
2800,0
2801,0
2802,0
2803,1
2804,0
2805,1
2806,0
2807,1
2808,1
2809,0
2810,1
2811,0
2812,0
2813,1
2814,0
2815,1
2816,1
2817,0
2818,1
2819,0
2820,0
2820,1
2821,0
2822,1
2823,1
2824,0
2825,0
2826,0
2827,1
2828,0
2829,1
2830,0
2831,0
2832,1
2833,0
2834,1
2835,1
2836,1
2837,1
2838,0
2839,1
2840,0
2841,0
2842,1
2843,0
2844,0
2845,0
2846,0
2847,1
2848,1
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,1
2858,0
2859,1
2860,1
2861,0
2862,0
2863,1
2864,0
2865,0
2866,1
2867,0
2868,0
2869,0
2870,0
2871,1
2872,1
2873,1
2874,0
2875,0
2876,0
2877,1
2878,1
2879,0
2880,0
2881,1
2882,1
2883,0
2884,0
2885,1
2886,1
2887,0
2888,0
2889,0
2890,1
2891,0
2892,0
2893,0
2894,1
2895,0
2896,0
2897,0
2898,0
2899,0
2900,1
2901,1
2902,0
2903,0
2904,0
2905,1
2906,1
2907,0
2908,1
2909,1
2910,1
2911,0
2912,0
2913,1
2914,0
2915,1
2916,0
2917,1
2918,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,1
2926,0
2927,1
2928,0
2929,0
2930,0
2931,0
2932,0
2933,1
2934,0
2935,0
2936,0
2937,1
2938,0
2939,0
2940,0
2941,1
2942,0
2943,1
2944,0
2945,0
2946,0
2947,0
2948,1
2949,0
2950,0
2951,0
2952,1
2953,0
2954,1
2955,1
2956,0
2957,0
2958,0
